COUNTRY,GID_0,NAME_1,GID_1,NAME_2,GID_2,NAME_3,GID_3,TYPE_3,mean_p0,sd_p0,cv_p0
Benin,BEN,Mono,BEN.9_1,Houéyogbé,BEN.9.5_1,Houéyogbé,BEN.9.5.4_1,Arrondissement,.58350182,.49300307,.84490407
Benin,BEN,Mono,BEN.9_1,Lokossa,BEN.9.7_1,Houin,BEN.9.7.4_1,Arrondissement,.93674916,.24342462,.25986105
Benin,BEN,Zou,BEN.12_1,Bohicon,BEN.12.3_1,Houngomey,BEN.12.3.6_1,Arrondissement,.47058824,.49914402,1.060681
Benin,BEN,Zou,BEN.12_1,Abomey,BEN.12.1_1,Hounli,BEN.12.1.4_1,Arrondissement,.2355223,.42433068,1.8016582
Benin,BEN,Ouémé,BEN.10_1,Dangbo,BEN.10.7_1,Hozin,BEN.10.7.5_1,Arrondissement,.51847029,.49967176,.96374232
Benin,BEN,Borgou,BEN.4_1,Parakou,BEN.4.5_1,ArrondissementI,BEN.4.5.1_1,Arrondissement,.29116061,.45429865,1.5603025
Benin,BEN,Ouémé,BEN.10_1,Porto-Novo,BEN.10.8_1,ArrondisementI,BEN.10.8.1_1,Arrondissement,.42255723,.49397379,1.1690104
Benin,BEN,Plateau,BEN.11_1,Kétou,BEN.11.3_1,Idigny,BEN.11.3.2_1,Arrondissement,.50987804,.49990755,.98044533
Benin,BEN,Plateau,BEN.11_1,Ifangni,BEN.11.2_1,Ifangni,BEN.11.2.3_1,Arrondissement,.47956854,.49958691,1.0417424
Benin,BEN,Atlantique,BEN.3_1,Ouidah,BEN.3.4_1,ArrondissementII,BEN.3.4.2_1,Arrondissement,.30230904,.45927009,1.5192072
Benin,BEN,Borgou,BEN.4_1,Parakou,BEN.4.5_1,ArrondissementII,BEN.4.5.2_1,Arrondissement,.12962794,.33589533,2.5912263
Benin,BEN,Ouémé,BEN.10_1,Porto-Novo,BEN.10.8_1,ArrondisementII,BEN.10.8.2_1,Arrondissement,.40534911,.49096301,1.2112103
Benin,BEN,Atlantique,BEN.3_1,Ouidah,BEN.3.4_1,ArrondissementIII,BEN.3.4.3_1,Arrondissement,.57837725,.49382749,.85381556
Benin,BEN,Borgou,BEN.4_1,Parakou,BEN.4.5_1,ArrondissementIII,BEN.4.5.3_1,Arrondissement,.15976614,.36639112,2.2932966
Benin,BEN,Ouémé,BEN.10_1,Porto-Novo,BEN.10.8_1,ArrondisementIII,BEN.10.8.3_1,Arrondissement,.13913068,.34608778,2.4875016
Benin,BEN,Plateau,BEN.11_1,Adja-Ouèrè,BEN.11.1_1,Ikpinlè,BEN.11.1.2_1,Arrondissement,0,0,
Benin,BEN,Borgou,BEN.4_1,Bembèrèkè,BEN.4.1_1,Ina,BEN.4.1.5_1,Arrondissement,.5576843,.49666873,.8905912
Benin,BEN,Plateau,BEN.11_1,Pobè,BEN.11.4_1,Issaba,BEN.11.4.3_1,Arrondissement,.61411357,.48680973,.79270309
Benin,BEN,Plateau,BEN.11_1,Sakété,BEN.11.5_1,Ita-Djèbou,BEN.11.5.2_1,Arrondissement,0,0,
Benin,BEN,Atlantique,BEN.3_1,Ouidah,BEN.3.4_1,ArrondissementIV,BEN.3.4.4_1,Arrondissement,.3323898,.4710778,1.417245
Benin,BEN,Ouémé,BEN.10_1,Porto-Novo,BEN.10.8_1,ArrondisementIV,BEN.10.8.4_1,Arrondissement,.076504335,.26580513,3.47438
Benin,BEN,Ouémé,BEN.10_1,Porto-Novo,BEN.10.8_1,ArrondisementIV,BEN.10.8.4_1,Arrondissement,.11683833,.32122877,2.7493441
Benin,BEN,Collines,BEN.5_1,Savè,BEN.5.6_1,Kaboua,BEN.5.6.4_1,Arrondissement,.29824561,.457499,1.5339673
Benin,BEN,Borgou,BEN.4_1,Kalalé,BEN.4.2_1,Kalalè,BEN.4.2.5_1,Arrondissement,.92307693,.26647326,.28867936
Benin,BEN,Alibori,BEN.1_1,Kandi,BEN.1.3_1,KandiI,BEN.1.3.4_1,Arrondissement,.095040292,.29327667,3.085814
Benin,BEN,Alibori,BEN.1_1,Kandi,BEN.1.3_1,KandiII,BEN.1.3.5_1,Arrondissement,.10029693,.30040258,2.9951324
Benin,BEN,Alibori,BEN.1_1,Kandi,BEN.1.3_1,KandiIII,BEN.1.3.6_1,Arrondissement,.70833331,.45453852,.64170146
Benin,BEN,Ouémé,BEN.10_1,Akpro-Missérété,BEN.10.4_1,Katagon,BEN.10.4.3_1,Arrondissement,.18635413,.38940001,2.08957
Benin,BEN,Collines,BEN.5_1,Ouèssè,BEN.5.4_1,Kèmon,BEN.5.4.4_1,Arrondissement,0,0,
Benin,BEN,Atakora,BEN.2_1,Kérou,BEN.2.3_1,Kérou,BEN.2.3.3_1,Arrondissement,.57791001,.49389565,.85462379
Benin,BEN,Plateau,BEN.11_1,Kétou,BEN.11.3_1,Kétou,BEN.11.3.3_1,Arrondissement,.39407387,.48865712,1.240014
Benin,BEN,Borgou,BEN.4_1,Tchaourou,BEN.4.8_1,Kika,BEN.4.8.4_1,Arrondissement,.64116549,.47966039,.74810702
Benin,BEN,Collines,BEN.5_1,Ouèssè,BEN.5.4_1,Kilibo,BEN.5.4.5_1,Arrondissement,.15102559,.35808465,2.3710196
Benin,BEN,Kouffo,BEN.7_1,Djakotomey,BEN.7.2_1,Kinkinhoué,BEN.7.2.7_1,Arrondissement,.27649769,.44731268,1.6177809
Benin,BEN,Kouffo,BEN.7_1,Aplahoué,BEN.7.1_1,Kissamey,BEN.7.1.6_1,Arrondissement,.58753169,.49228537,.83788735
Benin,BEN,Kouffo,BEN.7_1,Klouékanmè,BEN.7.4_1,Klouékanmè,BEN.7.4.6_1,Arrondissement,.30137375,.45886549,1.5225796
Benin,BEN,Alibori,BEN.1_1,Banikoara,BEN.1.1_1,Kokiborou*,BEN.1.1.6_1,Arrondissement,.30952382,.462304,1.4935975
Benin,BEN,Collines,BEN.5_1,Bantè,BEN.5.1_1,Koko,BEN.5.1.7_1,Arrondissement,0,0,
Benin,BEN,Plateau,BEN.11_1,Ifangni,BEN.11.2_1,Ko-Koumolou,BEN.11.2.4_1,Arrondissement,.54838711,.49767268,.90752077
Benin,BEN,Donga,BEN.6_1,DjougouRural,BEN.6.5_1,Kolokond?,BEN.6.5.5_1,Arrondissement,.4333657,.49554572,1.1434816
Benin,BEN,Alibori,BEN.1_1,Karimama,BEN.1.4_1,Kompa,BEN.1.4.4_1,Arrondissement,.63513511,.48140234,.75795263
Benin,BEN,Atakora,BEN.2_1,Boukoumbé,BEN.2.1_1,Kossoucoingou,BEN.2.1.4_1,Arrondissement,.29461884,.45588428,1.5473697
Benin,BEN,Atakora,BEN.2_1,Natitingou,BEN.2.6_1,Kouaba,BEN.2.6.2_1,Arrondissement,.7972973,.40202627,.50423634
Benin,BEN,Atakora,BEN.2_1,Natitingou,BEN.2.6_1,Kouandata,BEN.2.6.3_1,Arrondissement,.66666669,.47141916,.7071287
Benin,BEN,Atakora,BEN.2_1,Kouandé,BEN.2.4_1,Kouandé,BEN.2.4.5_1,Arrondissement,.99224806,.087704405,.088389598
Benin,BEN,Mono,BEN.9_1,Lokossa,BEN.9.7_1,Koudo,BEN.9.7.5_1,Arrondissement,.71815652,.44991139,.62648094
Benin,BEN,Atakora,BEN.2_1,Cobly,BEN.2.2_1,Kountori,BEN.2.2.3_1,Arrondissement,.095238097,.29354948,3.0822694
Benin,BEN,Atlantique,BEN.3_1,Toffo,BEN.3.6_1,Koussi,BEN.3.6.6_1,Arrondissement,.60833102,.48814011,.80242515
Benin,BEN,Zou,BEN.12_1,Zogbodomey,BEN.12.9_1,Koussoukpa,BEN.12.9.6_1,Arrondissement,.86000001,.34699312,.40348035
Benin,BEN,Ouémé,BEN.10_1,Avrankou,BEN.10.5_1,Kouty,BEN.10.5.5_1,Arrondissement,.1792589,.38358051,2.1398129
Benin,BEN,Plateau,BEN.11_1,Kétou,BEN.11.3_1,Kpankou,BEN.11.3.4_1,Arrondissement,.58207828,.49322042,.8473438
Benin,BEN,Collines,BEN.5_1,Savalou,BEN.5.5_1,Kpataba,BEN.5.5.4_1,Arrondissement,.10829607,.31076169,2.8695564
Benin,BEN,Zou,BEN.12_1,Zagnanado,BEN.12.8_1,Kpédékpo,BEN.12.8.5_1,Arrondissement,.45070422,.49757206,1.1039881
Benin,BEN,Collines,BEN.5_1,Dassa-Zoumè,BEN.5.2_1,Kpingni,BEN.5.2.6_1,Arrondissement,.2739726,.44600451,1.6279165
Benin,BEN,Mono,BEN.9_1,Athiémè,BEN.9.1_1,Kpinnou,BEN.9.1.4_1,Arrondissement,.27777779,.44792101,1.6125156
Benin,BEN,Kouffo,BEN.7_1,Djakotomey,BEN.7.2_1,Kpoba,BEN.7.2.9_1,Arrondissement,.15596677,.36283752,2.3263772
Benin,BEN,Atlantique,BEN.3_1,Kpomassè,BEN.3.3_1,Kpomassè,BEN.3.3.6_1,Arrondissement,.35594374,.47881079,1.3451867
Benin,BEN,Plateau,BEN.11_1,Adja-Ouèrè,BEN.11.1_1,Kpoulou,BEN.11.1.3_1,Arrondissement,.48571429,.49982691,1.0290554
Benin,BEN,Zou,BEN.12_1,Za-Kpota,BEN.12.7_1,Kpozoun,BEN.12.7.4_1,Arrondissement,.82352942,.38122767,.46291932
Benin,BEN,Plateau,BEN.11_1,Ifangni,BEN.11.2_1,Lagbé,BEN.11.2.5_1,Arrondissement,.40909091,.49167809,1.2018797
Benin,BEN,Collines,BEN.5_1,Savalou,BEN.5.5_1,Lahotan,BEN.5.5.5_1,Arrondissement,.32727271,.46922472,1.4337423
Benin,BEN,Kouffo,BEN.7_1,Lalo,BEN.7.5_1,Lalo,BEN.7.5.7_1,Arrondissement,.84061694,.36604467,.43544766
Benin,BEN,Collines,BEN.5_1,Ouèssè,BEN.5.4_1,Laminou,BEN.5.4.6_1,Arrondissement,.36538461,.48154452,1.3179114
Benin,BEN,Kouffo,BEN.7_1,Klouékanmè,BEN.7.4_1,Lanta,BEN.7.4.7_1,Arrondissement,.20863748,.40634704,1.9476224
Benin,BEN,Alibori,BEN.1_1,Ségbana,BEN.1.6_1,Libantè,BEN.1.6.1_1,Arrondissement,.33470735,.47189951,1.409887
Benin,BEN,Alibori,BEN.1_1,Ségbana,BEN.1.6_1,Liboussou,BEN.1.6.2_1,Arrondissement,.60526317,.48880333,.8075881
Benin,BEN,Atlantique,BEN.3_1,Allada,BEN.3.2_1,Lissegan,BEN.3.2.8_1,Arrondissement,0,0,
Benin,BEN,Zou,BEN.12_1,Bohicon,BEN.12.3_1,Lissèzoun,BEN.12.3.7_1,Arrondissement,.22105263,.41496071,1.8772032
Benin,BEN,Mono,BEN.9_1,Bopa,BEN.9.2_1,Lobogo,BEN.9.2.5_1,Arrondissement,.57443494,.49443528,.86073333
Benin,BEN,Collines,BEN.5_1,Savalou,BEN.5.5_1,Logozohoué,BEN.5.5.7_1,Arrondissement,.38095239,.4856365,1.2747958
Benin,BEN,Kouffo,BEN.7_1,Lalo,BEN.7.5_1,Lokogba,BEN.7.5.8_1,Arrondissement,.43829829,.49619022,1.1320834
Benin,BEN,Kouffo,BEN.7_1,Dogbo,BEN.9.6_1,Lokogohoué,BEN.9.6.4_1,Arrondissement,.79179692,.4060303,.51279598
Benin,BEN,Mono,BEN.9_1,Lokossa,BEN.9.7_1,Lokossa,BEN.9.7.6_1,Arrondissement,.2147736,.41066843,1.9120992
Benin,BEN,Kouffo,BEN.7_1,Aplahoué,BEN.7.1_1,Lonkly,BEN.7.1.7_1,Arrondissement,.6941641,.46077502,.66378397
Benin,BEN,Alibori,BEN.1_1,Malanville,BEN.1.5_1,Madécali,BEN.1.5.3_1,Arrondissement,.4716247,.49921322,1.0584967
Benin,BEN,Kouffo,BEN.7_1,Dogbo,BEN.9.6_1,Madjrè,BEN.9.6.5_1,Arrondissement,.66071427,.47348294,.71662283
Benin,BEN,Collines,BEN.5_1,Glazoué,BEN.5.3_1,Magoumi,BEN.5.3.6_1,Arrondissement,.27272728,.44537249,1.6330324
Benin,BEN,Ouémé,BEN.10_1,Adjarra,BEN.10.1_1,Malanhoui,BEN.10.1.5_1,Arrondissement,.31511009,.46457073,1.4743124
Benin,BEN,Alibori,BEN.1_1,Malanville,BEN.1.5_1,Malanville,BEN.1.5.4_1,Arrondissement,.53855711,.4985137,.92564684
Benin,BEN,Donga,BEN.6_1,Bassila,BEN.6.1_1,Manigri,BEN.6.1.3_1,Arrondissement,.38724613,.48713058,1.2579353
Benin,BEN,Plateau,BEN.11_1,Adja-Ouèrè,BEN.11.1_1,Massè,BEN.11.1.4_1,Arrondissement,.51733196,.49970552,.9659282
Benin,BEN,Zou,BEN.12_1,Zogbodomey,BEN.12.9_1,Massi,BEN.12.9.8_1,Arrondissement,.43478259,.49573919,1.1402001
Benin,BEN,Atakora,BEN.2_1,Matéri,BEN.2.5_1,Matéri,BEN.2.5.3_1,Arrondissement,.5786007,.49379063,.85342211
Benin,BEN,Ouémé,BEN.10_1,Adjarra,BEN.10.1_1,Médédjonou,BEN.10.1.6_1,Arrondissement,.29391667,.45555928,1.5499607
Benin,BEN,Kouffo,BEN.7_1,Toviklin,BEN.7.6_1,Missinko,BEN.7.6.5_1,Arrondissement,.73214287,.44285849,.60487986
Benin,BEN,Alibori,BEN.1_1,Karimama,BEN.1.4_1,Monsey,BEN.1.4.5_1,Arrondissement,.27419356,.44611442,1.6270055
Benin,BEN,Zou,BEN.12_1,Djidja,BEN.12.5_1,Mougnon,BEN.12.5.8_1,Arrondissement,.46200213,.4985581,1.0791252
Benin,BEN,Atakora,BEN.2_1,Natitingou,BEN.2.6_1,NatitingouI,BEN.2.6.4_1,Arrondissement,.27668002,.44736758,1.6169132
Benin,BEN,Atakora,BEN.2_1,Natitingou,BEN.2.6_1,NatitingouII,BEN.2.6.5_1,Arrondissement,.67500001,.46838591,.69390506
Benin,BEN,Atakora,BEN.2_1,Natitingou,BEN.2.6_1,NatitingouIII,BEN.2.6.6_1,Arrondissement,.43076923,.49521464,1.1496054
Benin,BEN,Atakora,BEN.2_1,Natitingou,BEN.2.6_1,NatitingouIV,BEN.2.6.7_1,Arrondissement,.7027027,.45708105,.65046149
Benin,BEN,Atakora,BEN.2_1,Natitingou,BEN.2.6_1,NatitingouIV,BEN.2.6.7_1,Arrondissement,.62859935,.48320073,.76869428
Benin,BEN,Atakora,BEN.2_1,Boukoumbé,BEN.2.1_1,Natta,BEN.2.1.6_1,Arrondissement,.40000001,.4899165,1.2247913
Benin,BEN,Atakora,BEN.2_1,Tanguiéta,BEN.2.8_1,N'dahonta,BEN.2.8.2_1,Arrondissement,.28169015,.44983697,1.5969212
Benin,BEN,Borgou,BEN.4_1,N'Dali,BEN.4.3_1,N'Dali,BEN.4.3.3_1,Arrondissement,.41410732,.49257088,1.1894764
Benin,BEN,Borgou,BEN.4_1,Nikki,BEN.4.4_1,Nikki,BEN.4.4.3_1,Arrondissement,.57600963,.49419314,.85795987
Benin,BEN,Atakora,BEN.2_1,Matéri,BEN.2.5_1,Nodi,BEN.2.5.4_1,Arrondissement,.74137932,.43788853,.59064037
Benin,BEN,Plateau,BEN.11_1,Kétou,BEN.11.3_1,Odometa,BEN.11.3.5_1,Arrondissement,.56862748,.49528855,.87102467
Benin,BEN,Collines,BEN.5_1,Ouèssè,BEN.5.4_1,Odougba,BEN.5.4.7_1,Arrondissement,0,0,
Benin,BEN,Collines,BEN.5_1,Savè,BEN.5.6_1,Ofè,BEN.5.6.5_1,Arrondissement,.20253165,.40189666,1.9843646
Benin,BEN,Plateau,BEN.11_1,Adja-Ouèrè,BEN.11.1_1,Oko-Akarè,BEN.11.1.5_1,Arrondissement,.14478354,.35189494,2.43049
Benin,BEN,Plateau,BEN.11_1,Kétou,BEN.11.3_1,Okpometa,BEN.11.3.6_1,Arrondissement,.421875,.49387372,1.1706636
Benin,BEN,Donga,BEN.6_1,DjougouRural,BEN.6.5_1,Onklou,BEN.6.5.6_1,Arrondissement,.37055838,.48296332,1.3033394
Benin,BEN,Atakora,BEN.2_1,Kouandé,BEN.2.4_1,Oroukayo,BEN.2.4.6_1,Arrondissement,.75342464,.43102938,.57209355
Benin,BEN,Collines,BEN.5_1,Savalou,BEN.5.5_1,Ottola,BEN.5.5.9_1,Arrondissement,.2962963,.45663655,1.5411483
Benin,BEN,Donga,BEN.6_1,Ouaké,BEN.6.4_1,Ouaké,BEN.6.4.3_1,Arrondissement,.69200873,.46167162,.6671471
Benin,BEN,Ouémé,BEN.10_1,Avrankou,BEN.10.5_1,Ouanho,BEN.10.5.6_1,Arrondissement,0,0,
Benin,BEN,Alibori,BEN.1_1,Gogounou,BEN.1.2_1,Ouara,BEN.1.2.4_1,Arrondissement,.60759491,.48829412,.8036508
Benin,BEN,Zou,BEN.12_1,Bohicon,BEN.12.3_1,Ouassaho,BEN.12.3.8_1,Arrondissement,.30429438,.46011421,1.5120693
Benin,BEN,Mono,BEN.9_1,Comè,BEN.9.3_1,Ouèdèmè-Pédah,BEN.9.3.4_1,Arrondissement,.31746033,.4655098,1.4663558
Benin,BEN,Atlantique,BEN.3_1,Abomey-Calavi,BEN.3.1_1,Ouédo,BEN.3.1.7_1,Arrondissement,.07678397,.26625034,3.467525
Benin,BEN,Borgou,BEN.4_1,N'Dali,BEN.4.3_1,Ouénou,BEN.4.3.4_1,Arrondissement,.24742268,.43152091,1.7440636
Benin,BEN,Borgou,BEN.4_1,Nikki,BEN.4.4_1,Ouénou,BEN.4.4.4_1,Arrondissement,.61016947,.48772088,.79932034
Benin,BEN,Collines,BEN.5_1,Ouèssè,BEN.5.4_1,Ouèssè,BEN.5.4.8_1,Arrondissement,.24887893,.43238083,1.737314
Benin,BEN,Alibori,BEN.1_1,Banikoara,BEN.1.1_1,Ounet,BEN.1.1.7_1,Arrondissement,.7817595,.41305721,.52836865
Benin,BEN,Zou,BEN.12_1,Djidja,BEN.12.5_1,Oungbègamè,BEN.12.5.9_1,Arrondissement,0,0,
Benin,BEN,Donga,BEN.6_1,Copargo,BEN.6.2_1,Pabégou,BEN.6.2.3_1,Arrondissement,.28301886,.45049503,1.5917492
Benin,BEN,Atlantique,BEN.3_1,Ouidah,BEN.3.4_1,Pahou,BEN.3.4.9_1,Arrondissement,.31391904,.46408617,1.4783627
Benin,BEN,Collines,BEN.5_1,Dassa-Zoumè,BEN.5.2_1,Paouingnan,BEN.5.2.8_1,Arrondissement,.6964699,.45978725,.66016817
Benin,BEN,Donga,BEN.6_1,DjougouRural,BEN.6.5_1,Patargo,BEN.6.5.7_1,Arrondissement,.67431563,.46863699,.69498163
Benin,BEN,Atakora,BEN.2_1,Péhunco,BEN.2.7_1,Péhunco,BEN.2.7.2_1,Arrondissement,.81258631,.39024791,.48025411
Benin,BEN,Donga,BEN.6_1,DjougouRural,BEN.6.5_1,Pélébina,BEN.6.5.8_1,Arrondissement,.76190478,.42592525,.5590269
Benin,BEN,Donga,BEN.6_1,Bassila,BEN.6.1_1,Pénéssoulou,BEN.6.1.4_1,Arrondissement,.64776796,.47767061,.73741007
Benin,BEN,Borgou,BEN.4_1,Kalalé,BEN.4.2_1,Péonga,BEN.4.2.6_1,Arrondissement,.78966236,.40755349,.51611108
Benin,BEN,Atakora,BEN.2_1,Natitingou,BEN.2.6_1,Perma,BEN.2.6.8_1,Arrondissement,.3508772,.47726256,1.3601983
Benin,BEN,Collines,BEN.5_1,Bantè,BEN.5.1_1,Pira,BEN.5.1.9_1,Arrondissement,.10344828,.30455121,2.943995
Benin,BEN,Collines,BEN.5_1,Savè,BEN.5.6_1,Plateau,BEN.5.6.7_1,Arrondissement,.22499999,.4175944,1.8559752
Benin,BEN,Plateau,BEN.11_1,Pobè,BEN.11.4_1,Pobè,BEN.11.4.4_1,Arrondissement,.048266899,.21433198,4.4405584
Benin,BEN,Mono,BEN.9_1,Bopa,BEN.9.2_1,Possotomè,BEN.9.2.6_1,Arrondissement,.375,.4841561,1.291083
Benin,BEN,Alibori,BEN.1_1,Kandi,BEN.1.3_1,Saah,BEN.1.3.8_1,Arrondissement,.61842108,.48578176,.78551942
Benin,BEN,Zou,BEN.12_1,Bohicon,BEN.12.3_1,Saclo,BEN.12.3.9_1,Arrondissement,.26690224,.4423489,1.6573442
Benin,BEN,Zou,BEN.12_1,Ouinhi,BEN.12.6_1,Sagon,BEN.12.6.4_1,Arrondissement,.20754717,.4055579,1.9540517
Benin,BEN,Plateau,BEN.11_1,Sakété,BEN.11.5_1,SakétéI,BEN.11.5.3_1,Arrondissement,.15899813,.36567855,2.2998922
Benin,BEN,Plateau,BEN.11_1,Sakété,BEN.11.5_1,SakétéII,BEN.11.5.4_1,Arrondissement,0,0,
Benin,BEN,Collines,BEN.5_1,Savè,BEN.5.6_1,Sakin,BEN.5.6.8_1,Arrondissement,0,0,
Benin,BEN,Alibori,BEN.1_1,Kandi,BEN.1.3_1,Sam,BEN.1.3.9_1,Arrondissement,.3888889,.48750213,1.2535769
Benin,BEN,Borgou,BEN.4_1,Tchaourou,BEN.4.8_1,Sanson,BEN.4.8.5_1,Arrondissement,.35441378,.47834313,1.3496742
Benin,BEN,Collines,BEN.5_1,Savalou,BEN.5.5_1,Savalou-Aga,BEN.5.5.11_1,Arrondissement,.090909094,.28748947,3.162384
Benin,BEN,Collines,BEN.5_1,Savalou,BEN.5.5_1,Savalou-Agbado,BEN.5.5.12_1,Arrondissement,0,0,
Benin,BEN,Collines,BEN.5_1,Savalou,BEN.5.5_1,Savalou-Attakè,BEN.5.5.13_1,Arrondissement,.15789473,.36465216,2.3094637
Benin,BEN,Atlantique,BEN.3_1,Ouidah,BEN.3.4_1,Savi,BEN.3.4.10_1,Arrondissement,0,0,
Benin,BEN,Mono,BEN.9_1,Grand-Popo,BEN.9.4_1,Sazoué,BEN.9.4.7_1,Arrondissement,.091963783,.28899527,3.1424899
Benin,BEN,Mono,BEN.9_1,Houéyogbé,BEN.9.5_1,Sè,BEN.9.5.5_1,Arrondissement,.59312397,.49125856,.82825613
Benin,BEN,Atlantique,BEN.3_1,Zè,BEN.3.8_1,Sèdjè-Dénou,BEN.3.8.7_1,Arrondissement,0,0,
Benin,BEN,Alibori,BEN.1_1,Ségbana,BEN.1.6_1,Ségbana,BEN.1.6.4_1,Arrondissement,.3956044,.48898754,1.2360518
Benin,BEN,Atlantique,BEN.3_1,Toffo,BEN.3.6_1,Séhouè,BEN.3.6.9_1,Arrondissement,.46875,.49903169,1.0646009
Benin,BEN,Borgou,BEN.4_1,Sinendé,BEN.4.7_1,Sèkèrè,BEN.4.7.2_1,Arrondissement,.28395063,.45091811,1.5880159
Benin,BEN,Atlantique,BEN.3_1,Allada,BEN.3.2_1,Sékou,BEN.3.2.10_1,Arrondissement,.33160761,.47079569,1.4197373
Benin,BEN,Ouémé,BEN.10_1,Sèmè-Kpodji,BEN.10.9_1,Sèmè-Kpodji,BEN.10.9.5_1,Arrondissement,.19706699,.39778811,2.0185425
Benin,BEN,Donga,BEN.6_1,Ouaké,BEN.6.4_1,SèmèrèI,BEN.6.4.4_1,Arrondissement,.81944442,.3846693,.46942696
Benin,BEN,Donga,BEN.6_1,Ouaké,BEN.6.4_1,SèmèrèII,BEN.6.4.5_1,Arrondissement,.49833986,.50000656,1.0033445
Benin,BEN,Donga,BEN.6_1,DjougouRural,BEN.6.5_1,Sérou,BEN.6.5.9_1,Arrondissement,.36470589,.48135582,1.3198465
Benin,BEN,Borgou,BEN.4_1,Sinendé,BEN.4.7_1,Sikki,BEN.4.7.3_1,Arrondissement,.57758623,.49394888,.85519505
Benin,BEN,Borgou,BEN.4_1,Sinendé,BEN.4.7_1,Sinendé,BEN.4.7.4_1,Arrondissement,.50343049,.49999186,.99316961
Benin,BEN,Donga,BEN.6_1,Copargo,BEN.6.2_1,Singré,BEN.6.2.4_1,Arrondissement,.83132529,.37447593,.45045656
Benin,BEN,Borgou,BEN.4_1,N'Dali,BEN.4.3_1,Sirarou,BEN.4.3.5_1,Arrondissement,.4528302,.4977881,1.099282
Benin,BEN,Zou,BEN.12_1,Agbangnizoun,BEN.12.2_1,Siwé-Kpota,BEN.12.2.7_1,Arrondissement,.8142857,.3888813,.47757354
Benin,BEN,Zou,BEN.12_1,Agbangnizoun,BEN.12.2_1,Siwé-Légo,BEN.12.2.8_1,Arrondissement,.39240506,.48829535,1.2443656
Benin,BEN,Collines,BEN.5_1,Dassa-Zoumè,BEN.5.2_1,Soclogbo,BEN.5.2.9_1,Arrondissement,.73015875,.44389293,.60794032
Benin,BEN,Zou,BEN.12_1,Bohicon,BEN.12.3_1,Sodohomè,BEN.12.3.10_1,Arrondissement,.82758623,.37774566,.45644265
Benin,BEN,Alibori,BEN.1_1,Ségbana,BEN.1.6_1,Sokotindji,BEN.1.6.5_1,Arrondissement,.48251748,.4997074,1.0356255
Benin,BEN,Kouffo,BEN.7_1,Djakotomey,BEN.7.2_1,Sokouhoué,BEN.7.2.10_1,Arrondissement,.77089632,.42026651,.54516608
Benin,BEN,Collines,BEN.5_1,Glazoué,BEN.5.3_1,Sokponta,BEN.5.3.8_1,Arrondissement,0,0,
Benin,BEN,Alibori,BEN.1_1,Banikoara,BEN.1.1_1,Somp?r?kou,BEN.1.1.8_1,Arrondissement,.42500001,.49435103,1.1631788
Benin,BEN,Alibori,BEN.1_1,Kandi,BEN.1.3_1,Sonsoro,BEN.1.3.10_1,Arrondissement,.57746476,.49397373,.85541797
Benin,BEN,Borgou,BEN.4_1,Pèrèrè,BEN.4.6_1,Sontou,BEN.4.6.6_1,Arrondissement,1,0,0
Benin,BEN,Alibori,BEN.1_1,Gogounou,BEN.1.2_1,Sori,BEN.1.2.5_1,Arrondissement,.21111111,.40810898,1.9331478
Benin,BEN,Borgou,BEN.4_1,Nikki,BEN.4.4_1,Suya,BEN.4.4.6_1,Arrondissement,.36619717,.4817704,1.3156039
Benin,BEN,Atakora,BEN.2_1,Boukoumbé,BEN.2.1_1,Tabota,BEN.2.1.7_1,Arrondissement,.29347825,.4553661,1.5516179
Benin,BEN,Atakora,BEN.2_1,Tanguiéta,BEN.2.8_1,Taiakou,BEN.2.8.3_1,Arrondissement,.85238314,.35472432,.41615596
Benin,BEN,Plateau,BEN.11_1,Sakété,BEN.11.5_1,Takon,BEN.11.5.5_1,Arrondissement,.26197195,.43971732,1.67849
Benin,BEN,Atakora,BEN.2_1,Toucountouna,BEN.2.9_1,Tampégré,BEN.2.9.2_1,Arrondissement,.3888889,.48751363,1.2536064
Benin,BEN,Atlantique,BEN.3_1,Zè,BEN.3.8_1,Tangbo-Djevié,BEN.3.8.9_1,Arrondissement,0,0,
Benin,BEN,Atakora,BEN.2_1,Tanguiéta,BEN.2.8_1,Tanguiéta,BEN.2.8.4_1,Arrondissement,.50918025,.4999212,.98181576
Benin,BEN,Kouffo,BEN.7_1,Toviklin,BEN.7.6_1,Tannou-Gola,BEN.7.6.6_1,Arrondissement,.46101695,.49849913,1.0813032
Benin,BEN,Atakora,BEN.2_1,Tanguiéta,BEN.2.8_1,Tanongou,BEN.2.8.5_1,Arrondissement,.40799999,.49146989,1.204583
Benin,BEN,Atakora,BEN.2_1,Matéri,BEN.2.5_1,Tantéga,BEN.2.5.5_1,Arrondissement,.32926831,.46995756,1.4272784
Benin,BEN,Atakora,BEN.2_1,Cobly,BEN.2.2_1,Tapoga,BEN.2.2.4_1,Arrondissement,.65151513,.47650474,.73137939
Benin,BEN,Plateau,BEN.11_1,Adja-Ouèrè,BEN.11.1_1,Tatonnoukon,BEN.11.1.6_1,Arrondissement,.28333333,.45063442,1.5904745
Benin,BEN,Plateau,BEN.11_1,Ifangni,BEN.11.2_1,Tchaada,BEN.11.2.6_1,Arrondissement,.48622704,.49983114,1.0279789
